,nickname,text,score,like,dislike,time,watch_movie
4654,복실이(libi****),"집사람과 연예하면서 같이본 아이언맨1을 시작으로 첫째, 둘째를 낳으며 애들 손붙잡고 어벤져스 보러간 지난 10여년.. 이번 엔드게임은 마흔을 바라보는 나에게 마블이주는 종합선물상자를 받은 느낌이였다.",10,2,0,2019-04-25 10:06:00,0
4655,Vallentein(joos****),솔직히 마블 시리즈에 그렇게 큰 애정을 가지고 보진않았음 그냥 영화 나올때 마다 챙겨보고 즐기는정도? 막 파거나 그런것도 없었지만 엔드게임 보고 그냥 미치는줄 알았다,10,2,0,2019-04-25 10:02:00,0
4656,곧부자(hone****),타노스는 스톤없어도 쎄네...,10,2,0,2019-04-25 09:51:00,0
4657,diqd****,정말 끝이난거 같아서 기분이 이상하다.꼭 이대로 마블영화는 안나올듯한 기분 너무 재미있게 봄,10,2,0,2019-04-25 09:50:00,관람객
4658,jube****,감동이 많은 영화입니다.아이언맨 최고입니디.,10,2,0,2019-04-25 09:44:00,관람객
4659,한우는갑이(vini****),쥐 한마리 어벤져스 추가요,9,2,0,2019-04-25 09:44:00,0
4660,5882****,"10년을 돌아봐도, 다시 없을 명작임",10,2,0,2019-04-25 09:20:00,0
4661,스물일곱살(gnlx****),안녕 11년의 추억 행복했다,10,2,0,2019-04-25 08:21:00,0
4662,백호맘(youn****),감동이 있는 영화...나를 울리는 아이언맨...ㅠㅠ당신이 역시 최고! 입니다,10,2,0,2019-04-25 08:02:00,관람객
4663,허영주(whej****),정말 재미있네요 최곱니다,10,2,0,2019-04-25 08:01:00,관람객
4664,하리마(pdot****),모든가치관과 영웅들을 융합하려다보니 영화가 산만해짐 그래도 마블은 마블,8,2,0,2019-04-25 08:01:00,0
4665,곰탱이(euge****),"2000만 넘을 거 같다. 왜? 한 번 보고나면 이 3시간짜리 대단원을 제대로 즐기려면 이전의 모든 MCU를 다시 보고와야 한다는 걸 느끼게 되거든. MCU를 띄엄띄엄 본 이들에게는 진짜 비추 영화, 무슨 말을 하는...",10,2,0,2019-04-25 07:41:00,0
4666,찡(ss00****),평점 줄라고 글 씀 그냥 미쳤음 아,10,2,0,2019-04-25 07:40:00,0
4667,qwea****,I AM IRON MAN...영원한 어벤져스 멤버들...영원한 토니스타크&아이언맨...!!그동안 10년 넘게 다들 고생하셨습니다~~!!,10,2,0,2019-04-25 07:40:00,0
4668,거절한다(daum****),하일 하이드라....,10,2,0,2019-04-25 07:39:00,관람객
4669,준기앓이(ju91****),4년 뒤에나 나올줄 알았눈데 이렇게 빨리 볼 수 있게 되어서 좋았습니다. 그리고 영화 보는 내내 박진감과 긴장감이 넘쳐서 한시도 눈을 뗄수 없었습니다~~ 어벤져스 속 명대사들도 마음을 울렸어요^^언제나 해피엔딩이면 ...,10,2,0,2019-04-25 07:39:00,관람객
4670,MUSE(mini****),3시간도 짧음...이제 뭐봐야지,10,2,0,2019-04-25 07:39:00,관람객
4671,김민주(alsw****),20대에 시작해서 30대에 마무리하네 3000번 사랑해,10,2,0,2019-04-25 07:39:00,관람객
4672,웅쓰탱(rldk****),그루트 갑자기 소나무 됨,10,2,0,2019-04-25 07:38:00,0
4673,feel(dlck****),이런거안남기는데 진심감동받아서 남겨요,10,2,0,2019-04-25 07:38:00,0
4674,유하(thdu****),아이엠 아이언맨 3000만큼 사랑합니다,10,2,0,2019-04-25 07:37:00,관람객
4675,그녀의방뎅이(alsg****),장면 하나마다 진짜 소름돋는다.,10,2,0,2019-04-25 07:25:00,0
4676,Je(pndm****),잘 마무리한 듯 약간 아쉽,8,2,0,2019-04-25 07:10:00,관람객
