,nickname,text,score,like,dislike,time,watch_movie
1180,누구세요(h100****),무엇보다 힘도 약하고 방해만 되는 여주인공이 없어서 좋았다.캣우먼은 세니까 상관없지,10,3,1,2014-01-28 09:54:00,0
1181,아나(wint****),보고 또 봐도 질리지 않는 영화,10,3,1,2014-01-27 08:01:00,0
1182,이름표(eogm****),누구나 영웅이 될 수 있다.,10,3,1,2014-01-22 01:50:00,0
1183,Only Now(k050****),시리즈영화가 가장 좋게 마무리짓는 좋은예,10,3,1,2014-01-22 01:06:00,0
1184,좋은하루(holl****),정말 재밌네요. 믿고보는 연기파 배우 크리스찬 베일!,10,3,1,2014-01-21 00:02:00,0
1185,오쑤(sooj****),"얘들아, 배트맨은 존경받을만한 히어로야 히어로",10,3,1,2014-01-18 17:15:00,0
1186,khjk****,박평식 평론가님..대박이네요 정말 면상한번 보고싶습니다,10,3,1,2014-01-08 19:58:00,0
1187,만도(cat9****),방금 본거까지 합해서 3번 봤는데 진짜 엔딩 보면 개지린다 팬티 10장은 갈아입은듯,10,3,1,2013-12-08 02:02:00,0
1188,SLUV(wjdt****),"평점 조절은 개뿔 우리나라 알바들 아주 부끄러울정도로 판을 치네.. 분명 엄청난 수작,걸작,대작이다 트릴로지로써도 제대로 몫을 하는 영화.. 다음 배트맨이 기대되지만 역시 아직까지 최고의 배트맨은 놀란감독의 배트맨,...",10,3,1,2013-08-21 20:20:00,0
1189,힝(kyen****),2편만한 충격은 없지만.. 액션이나 영화스케일은 정말 따라올자가 없다 대박..,10,3,1,2013-07-19 18:03:00,0
1190,날개(xlsk****),반전이 아쉬웠다 마지막에 부르스웨인을 죽였어야만했다 그래야 정의를 지키는자가 사라져도 다른 자가 정의를 지킨다는 메시지가 효과적으로 전달됬을것이다,8,3,1,2013-06-15 13:36:00,0
1191,부우군(boos****),오랜만에 보니 대규모 액션씬은 뭔가 좀 아쉬움이 느껴졌다. 그러나 충분히 잘만든 영화,8,4,2,2020-07-15 10:09:00,관람객
1192,WR10(coco****),역대 히어로 영화중 최고의 3부작,10,4,2,2019-05-28 18:37:00,0
1193,Cyp(cyph****),전작의 그림자에 불과. 허나 가진 특색은 있는.,7,4,2,2016-09-30 09:22:00,0
1194,쿠키사랑(lord****),다크나이트부터 이번 라이즈를 훨씬 더 재밌게본사람은 나뿐인가,8,4,2,2016-07-04 11:32:00,0
1195,비푸푸(yang****),돈 오브 저스티스 보고 왔습니다디시 영화는 다크나이트 시리즈에서 정점을 찍는 동시에 디시 영화의 끝을 찍는 영화였네요...,10,4,2,2016-03-26 21:32:00,0
1196,M3showbiz(kty1****),"어릴적 부모잃고 저택은 불타고 평생의 짝사랑은 죽고 재산도 잃고 차도 다 부서지고 허리까지 부러져도, 할만큼 했잖냐고 하는 캣우먼에게 'Not everything, Not yet' 이라 말한다. 어떤 ...",10,4,2,2016-02-29 16:15:00,0
1197,이수진(fvif****),여태까지 영화관에서 영화끝나고 사람들이 박수친 영화는 이영화가 처음이었음,10,4,2,2016-01-29 16:20:00,0
1198,math(ragn****),"다크나이트, 다크나이트 라이즈는 다시봐도 핵명작..",10,4,2,2016-01-26 03:52:00,0
1199,씻다운플리지(aoto****),배트맨 살아잇다고 추측해봄,10,4,2,2014-07-12 16:18:00,0
1200,dlvm****,웬만한 히어로영화보다는 뛰어나나 전작인 다크나이트가 너무나도 뛰어났기때문에,9,4,2,2014-05-25 00:02:00,0
1201,메타포(djde****),배트맨이 죽었으면 더 멋있었을텐데...,10,5,3,2014-05-23 11:04:00,0
1202,dudw****,전편보다 재미가없던것같다. 베인이 점점작아지는것이 보기가 싫엇다,1,5,3,2012-12-15 22:02:00,0
1203,네아못(woos****),시리즈 히어로물은 히어로보다 악당이 중요하다는 것을 증명한 영화. 히어로는 악당이 어떻게 괴롭히느냐에 따라 반응하기때문에 어짜피 정해진 캐릭터를 가진 히어로보다 오히려 매편 바뀌는 악당이 더 중요해졌음. 베인 캐릭터...,8,6,4,2013-06-17 19:06:00,0
1204,잉야잉호(thkf****),서른번은 본 영화다 브루스 웨인과 배트맨의 괴리감? 몰라 문과아니라서 걍 존나 좋아,10,1,0,2020-09-17 21:47:00,0
1205,루힘(ches****),스포일러가 포함된 감상평입니다. 감상평 보기,10,1,0,2020-09-17 20:32:00,0
1206,텃가이(harr****),역사의 웅장한 마무리,10,1,0,2020-09-12 00:14:00,0
1207,달이(rktn****),톰하디 잘난 얼굴 가리는거 아쉽지만 진짜 위협적인 베인같아 매작품마다 다른사람이 되는게 진짜 대단함. 크리스찬은 말이 필요없고 앤해서웨이는 별로 안어울림. 안젤리나졸리가 찰떡일듯..,10,1,0,2020-09-09 10:29:00,0
1208,잠만보(kyb2****),다시 나오기 힘든 최고의 작품입니다,10,1,0,2020-09-06 20:55:00,0
1209,하나와두리(pw12****),재밌게 잘봤습니다.,8,1,0,2020-09-05 18:29:00,0
1210,바닐라(myfr****),,10,1,0,2020-09-05 03:24:00,0
1211,뽀글머리(alsw****),와 마지막까지 집중해서 보게됀다...와 대박이야 ㅠ,10,1,0,2020-09-02 21:58:00,0
1212,망고바나나(qkrw****),"시리즈 정주행 다시했습니다.. 진짜 개띵작입니다,,ㅠ 이게 8년전 영화라고? 하",10,1,0,2020-09-02 03:40:00,0
